cod_ibge,municipio,uf,regiao,populacao,idhm,pib_per_capita,gini,perc_votos_gov,taxa_comparecimento
1003345,Município 3345,GO,Centro-Oeste,1000,0.577,18761,0.47,56.9,0.85
1002254,Município 2254,BA,Nordeste,427812,0.56,35962,0.5,56.8,0.77
1003225,Município 3225,GO,Centro-Oeste,40311,0.716,18774,0.5,57.2,0.76
1000527,Município 527,MG,Sudeste,1750,0.728,16246,0.5,53.7,0.84
1002947,Município 2947,SC,Sul,8294,0.753,33033,0.45,34.9,0.81
1003900,Município 3900,MA,Nordeste,3454,0.6,44676,0.44,61.8,0.85
1000693,Município 693,MG,Sudeste,11165,0.668,28436,0.47,52.5,0.81
1005272,Município 5272,MS,Centro-Oeste,58699,0.76,11366,0.43,51.2,0.91
1003634,Município 3634,PI,Nordeste,29809,0.601,9722,0.58,55.3,0.81
1001051,Município 1051,SP,Sudeste,7257,0.619,5843,0.57,53.4,0.89
1000591,Município 591,MG,Sudeste,15727,0.822,64433,0.47,47.7,0.76
1000520,Município 520,MG,Sudeste,17061,0.738,44744,0.57,41.2,0.77
1003381,Município 3381,PB,Nordeste,3382,0.563,67269,0.52,62.2,0.8
1003677,Município 3677,PI,Nordeste,4913,0.511,10538,0.59,58.5,0.85
1004592,Município 4592,TO,Centro-Oeste,2350,0.647,10073,0.48,55.0,0.75
1001608,Município 1608,RS,Sul,14332,0.734,31972,0.47,41.2,0.8
1003611,Município 3611,PI,Nordeste,2485,0.602,7355,0.44,69.8,0.83
1005322,Município 5322,MS,Centro-Oeste,17771,0.68,16841,0.58,54.2,0.83
1001810,Município 1810,RS,Sul,3168,0.676,38270,0.46,46.9,0.74
1000792,Município 792,MG,Sudeste,12017,0.644,38325,0.49,38.2,0.83
1000793,Município 793,MG,Sudeste,7113,0.692,8859,0.56,39.7,0.84
1004582,Município 4582,TO,Centro-Oeste,794331,0.624,18960,0.4,50.2,0.82
1001856,Município 1856,RS,Sul,1089,0.758,27659,0.39,45.2,0.89
1001981,Município 1981,RS,Sul,11122,0.707,22967,0.53,40.9,0.82
1003234,Município 3234,GO,Centro-Oeste,1445,0.695,13649,0.47,54.7,0.81
1003599,Município 3599,PI,Nordeste,12185,0.514,9081,0.55,63.8,0.7
1000934,Município 934,SP,Sudeste,11599,0.752,21572,0.53,40.9,0.81
1003964,Município 3964,MA,Nordeste,7865,0.626,18978,0.56,56.9,0.84
1005178,Município 5178,SE,Nordeste,45560,0.477,13468,0.56,63.4,0.83
1004027,Município 4027,PE,Nordeste,33347,0.597,20059,0.48,54.9,0.89
1004117,Município 4117,PE,Nordeste,35119,0.567,24288,0.45,69.8,0.78
1000989,Município 989,SP,Sudeste,51708,0.748,25880,0.33,34.8,0.77
1004302,Município 4302,CE,Nordeste,30138,0.657,40857,0.48,56.4,0.79
1003454,Município 3454,PB,Nordeste,21555,0.578,26854,0.48,66.6,0.71
1005092,Município 5092,RJ,Sudeste,68213,0.704,74487,0.43,35.3,0.82
1003779,Município 3779,PI,Nordeste,21530,0.513,4000,0.48,61.1,0.72
1004678,Município 4678,RN,Nordeste,21204,0.704,19338,0.53,43.4,0.8
1003094,Município 3094,SC,Sul,336916,0.739,7990,0.5,38.0,0.75
1003156,Município 3156,GO,Centro-Oeste,3695,0.701,17627,0.49,43.0,0.82
1003202,Município 3202,GO,Centro-Oeste,10808,0.674,23312,0.51,46.4,0.88
1005320,Município 5320,MS,Centro-Oeste,27921,0.741,24383,0.46,65.0,0.83
1001099,Município 1099,SP,Sudeste,2887,0.739,57720,0.44,41.0,0.75
1004632,Município 4632,TO,Centro-Oeste,21016,0.671,109552,0.52,50.4,0.92
1002845,Município 2845,SC,Sul,1556,0.799,16444,0.37,42.2,0.83
1000887,Município 887,SP,Sudeste,1195,0.705,25526,0.41,42.1,0.85
1005493,Município 5493,RO,Norte,10937,0.624,43023,0.47,49.6,0.84
1004324,Município 4324,CE,Nordeste,131491,0.619,12036,0.46,57.4,0.82
1000516,Município 516,MG,Sudeste,1000,0.773,15232,0.54,41.2,0.85
1005145,Município 5145,RJ,Sudeste,6239,0.692,11051,0.43,39.6,0.85
1001454,Município 1454,SP,Sudeste,20591,0.664,24294,0.52,42.2,0.83
1003554,Município 3554,PB,Nordeste,8593,0.569,12091,0.53,62.0,0.83
1003610,Município 3610,PI,Nordeste,1000,0.528,15519,0.53,58.5,0.86
1002507,Município 2507,PR,Sul,10517,0.637,15288,0.43,36.3,0.82
1002995,Município 2995,SC,Sul,16478,0.66,9907,0.43,34.7,0.81
1004000,Município 4000,MA,Nordeste,15305,0.682,24122,0.52,62.6,0.83
1005286,Município 5286,MS,Centro-Oeste,1000,0.722,25732,0.46,67.0,0.82
1000907,Município 907,SP,Sudeste,9137,0.803,18927,0.42,43.9,0.82
1000029,Município 29,MG,Sudeste,7019,0.667,19756,0.52,37.5,0.77
1002508,Município 2508,PR,Sul,1000,0.671,15440,0.51,46.0,0.82
1002429,Município 2429,PR,Sul,3994,0.596,20294,0.44,44.6,0.74
1000763,Município 763,MG,Sudeste,30714,0.679,10460,0.6,38.3,0.81
1003748,Município 3748,PI,Nordeste,2706,0.646,5894,0.52,59.0,0.76
1000285,Município 285,MG,Sudeste,17566,0.703,20535,0.43,49.1,0.93
1000687,Município 687,MG,Sudeste,7046,0.588,12270,0.51,42.9,0.76
1002354,Município 2354,BA,Nordeste,3282,0.539,27506,0.5,39.3,0.8
1004928,Município 4928,MT,Centro-Oeste,5687,0.757,23048,0.44,50.6,0.76
1000022,Município 22,MG,Sudeste,2473,0.68,8376,0.5,45.0,0.79
1002753,Município 2753,PR,Sul,8863,0.736,20873,0.51,42.9,0.86
1000886,Município 886,SP,Sudeste,6758,0.806,18425,0.44,34.7,0.83
1000918,Município 918,SP,Sudeste,12476,0.623,10085,0.36,41.8,0.87
1001041,Município 1041,SP,Sudeste,7309,0.654,14024,0.53,55.6,0.88
1001266,Município 1266,SP,Sudeste,3025,0.763,59734,0.43,36.1,0.81
1004826,Município 4826,RN,Nordeste,4035,0.492,8920,0.6,64.3,0.75
1000278,Município 278,MG,Sudeste,1000,0.677,11590,0.46,54.7,0.82
1002085,Município 2085,BA,Nordeste,8152,0.682,8537,0.52,57.2,0.79
1001246,Município 1246,SP,Sudeste,37324,0.699,20833,0.59,33.9,0.9
1002383,Município 2383,BA,Nordeste,3010,0.58,14119,0.47,60.3,0.85
1000572,Município 572,MG,Sudeste,14095,0.817,36953,0.53,44.4,0.89
1001436,Município 1436,SP,Sudeste,5204,0.761,24792,0.41,44.0,0.81
1003903,Município 3903,MA,Nordeste,3002,0.512,16109,0.61,61.7,0.73
1001248,Município 1248,SP,Sudeste,4526,0.698,46019,0.51,41.1,0.78
1003527,Município 3527,PB,Nordeste,4078,0.563,5398,0.52,56.7,0.81
1002515,Município 2515,PR,Sul,1000,0.731,16855,0.35,25.1,0.86
1001008,Município 1008,SP,Sudeste,215953,0.695,21909,0.58,44.8,0.8
1002065,Município 2065,BA,Nordeste,5692,0.595,12907,0.51,56.7,0.74
1004404,Município 4404,PA,Norte,24941,0.595,23316,0.42,47.8,0.79
1001691,Município 1691,RS,Sul,7706,0.783,29889,0.53,36.8,0.77
1004813,Município 4813,RN,Nordeste,3666,0.563,18470,0.47,64.8,0.68
1001986,Município 1986,RS,Sul,14117,0.638,10069,0.52,44.2,0.78
1000295,Município 295,MG,Sudeste,7012,0.661,22013,0.53,62.1,0.81
1001548,Município 1548,RS,Sul,3039,0.779,33473,0.48,43.4,0.67
1002013,Município 2013,BA,Nordeste,14937,0.495,14573,0.57,53.5,0.85
1000589,Município 589,MG,Sudeste,1000,0.646,18647,0.43,57.1,0.93
1003330,Município 3330,GO,Centro-Oeste,2229,0.746,37188,0.49,41.7,0.76
1002404,Município 2404,BA,Nordeste,38518,0.511,12946,0.52,62.6,0.77
1002130,Município 2130,BA,Nordeste,7979,0.622,4000,0.5,50.0,0.9
1003999,Município 3999,MA,Nordeste,26761,0.621,36828,0.53,73.5,0.85
1004886,Município 4886,MT,Centro-Oeste,37517,0.695,25873,0.48,54.4,0.82
1003742,Município 3742,PI,Nordeste,3848,0.612,13870,0.6,55.2,0.77
1003509,Município 3509,PB,Nordeste,2091,0.519,22199,0.55,76.8,0.78
1002720,Município 2720,PR,Sul,12633,0.818,15831,0.54,44.0,0.81
1005076,Município 5076,AL,Nordeste,5662,0.693,34460,0.42,50.8,0.86
1005082,Município 5082,RJ,Sudeste,31874,0.753,30461,0.46,45.3,0.73
1000557,Município 557,MG,Sudeste,1462,0.71,34446,0.47,47.5,0.93
1002470,Município 2470,PR,Sul,117606,0.797,31038,0.48,26.4,0.77
1003739,Município 3739,PI,Nordeste,43924,0.592,6135,0.42,46.5,0.88
1001717,Município 1717,RS,Sul,1000,0.84,91856,0.38,48.9,0.85
1002605,Município 2605,PR,Sul,7546,0.902,10399,0.45,36.2,0.86
1004598,Município 4598,TO,Centro-Oeste,1228,0.76,30240,0.47,48.8,0.89
1001705,Município 1705,RS,Sul,58954,0.795,19415,0.41,36.1,0.83
1002140,Município 2140,BA,Nordeste,19829,0.524,19698,0.56,53.0,0.78
1003240,Município 3240,GO,Centro-Oeste,9125,0.668,15042,0.4,69.3,0.84
1002384,Município 2384,BA,Nordeste,104862,0.769,61498,0.38,56.2,0.77
1001286,Município 1286,SP,Sudeste,15769,0.627,41647,0.55,43.6,0.84
1004750,Município 4750,RN,Nordeste,3337,0.518,23448,0.6,48.1,0.82
1004980,Município 4980,AL,Nordeste,1000,0.626,14092,0.55,69.3,0.92
1003931,Município 3931,MA,Nordeste,175829,0.539,23925,0.58,63.9,0.82
1004221,Município 4221,CE,Nordeste,8506,0.471,14986,0.51,69.4,0.81
1001592,Município 1592,RS,Sul,25330,0.782,32336,0.46,36.7,0.7
1004940,Município 4940,MT,Centro-Oeste,2227,0.632,34800,0.55,63.9,0.86
1002163,Município 2163,BA,Nordeste,7188,0.616,29944,0.44,68.0,0.87
1002397,Município 2397,BA,Nordeste,4391,0.736,22296,0.46,58.0,0.87
1000318,Município 318,MG,Sudeste,51142,0.746,9442,0.4,41.7,0.85
1005005,Município 5005,AL,Nordeste,45987,0.616,19823,0.42,67.2,0.68
1003112,Município 3112,GO,Centro-Oeste,6431,0.749,37851,0.51,57.8,0.79
1004037,Município 4037,PE,Nordeste,22897,0.5,4725,0.48,61.8,0.84
1000796,Município 796,MG,Sudeste,10109,0.652,4991,0.55,50.1,0.82
1003021,Município 3021,SC,Sul,25981,0.719,64043,0.53,36.5,0.87
1001712,Município 1712,RS,Sul,5446,0.721,18495,0.46,42.0,0.85
1003388,Município 3388,PB,Nordeste,5871,0.52,15358,0.61,57.3,0.85
1000037,Município 37,MG,Sudeste,3354,0.703,89168,0.37,39.8,0.82
1000914,Município 914,SP,Sudeste,5037,0.797,28202,0.46,57.0,0.85
1003973,Município 3973,MA,Nordeste,8107,0.659,35889,0.52,59.7,0.87
1004134,Município 4134,PE,Nordeste,12686,0.686,16238,0.53,59.0,0.77
1000975,Município 975,SP,Sudeste,27157,0.682,12266,0.46,67.6,0.76
1000984,Município 984,SP,Sudeste,10431,0.796,24448,0.52,40.8,0.67
1004548,Município 4548,TO,Centro-Oeste,8833,0.609,35281,0.48,52.9,0.77
1001419,Município 1419,SP,Sudeste,4270,0.762,28859,0.5,42.2,0.86
1001561,Município 1561,RS,Sul,72659,0.829,55717,0.36,40.3,0.83
1004136,Município 4136,PE,Nordeste,43702,0.605,12609,0.57,46.9,0.82
1001356,Município 1356,SP,Sudeste,6753,0.761,9970,0.46,44.5,0.93
1005289,Município 5289,MS,Centro-Oeste,14530,0.688,19383,0.55,42.8,0.82
1000988,Município 988,SP,Sudeste,24386,0.726,34854,0.49,29.1,0.77
1002683,Município 2683,PR,Sul,3866,0.847,30212,0.59,46.0,0.77
1001641,Município 1641,RS,Sul,2101,0.823,21827,0.43,36.3,0.74
1001291,Município 1291,SP,Sudeste,26720,0.71,28422,0.43,38.5,0.86
1003682,Município 3682,PI,Nordeste,3330,0.52,13013,0.54,66.7,0.81
1001381,Município 1381,SP,Sudeste,6352,0.816,15261,0.51,47.3,0.64
1001934,Município 1934,RS,Sul,4331,0.722,11893,0.48,28.4,0.85
1004694,Município 4694,RN,Nordeste,49519,0.704,54126,0.39,46.9,0.87
1003161,Município 3161,GO,Centro-Oeste,7617,0.602,28432,0.56,48.4,0.72
1002031,Município 2031,BA,Nordeste,9904,0.621,25683,0.62,57.9,0.74
1000893,Município 893,SP,Sudeste,12513,0.801,10161,0.4,36.9,0.87
1004070,Município 4070,PE,Nordeste,7740,0.453,9588,0.61,55.0,0.77
1000003,Município 3,MG,Sudeste,13887,0.586,9583,0.54,32.8,0.79
1002110,Município 2110,BA,Nordeste,12393,0.713,30134,0.52,67.2,0.86
1000850,Município 850,MG,Sudeste,8424,0.696,13841,0.49,51.0,0.75
1002738,Município 2738,PR,Sul,1199,0.794,20587,0.38,42.2,0.88
1002467,Município 2467,PR,Sul,40240,0.73,20817,0.52,29.1,0.8
1001915,Município 1915,RS,Sul,4315,0.728,16047,0.55,24.0,0.75
1001597,Município 1597,RS,Sul,1038,0.783,62903,0.38,33.0,0.8
1001914,Município 1914,RS,Sul,1652,0.644,15783,0.47,45.3,0.84
1005252,Município 5252,MS,Centro-Oeste,56312,0.755,68728,0.37,41.9,0.75
1002737,Município 2737,PR,Sul,1000,0.716,23303,0.55,31.7,0.81
1000727,Município 727,MG,Sudeste,13600,0.697,26421,0.44,48.6,0.86
1000054,Município 54,MG,Sudeste,15581,0.711,13829,0.61,44.3,0.86
1001797,Município 1797,RS,Sul,1095,0.708,10631,0.38,46.7,0.82
1003846,Município 3846,MA,Nordeste,20696,0.607,4197,0.54,49.7,0.84
1002554,Município 2554,PR,Sul,5357,0.726,114030,0.5,48.2,0.84
1002801,Município 2801,PR,Sul,198264,0.731,31683,0.41,43.4,0.78
1000937,Município 937,SP,Sudeste,7818,0.697,18129,0.38,46.9,0.81
1004596,Município 4596,TO,Centro-Oeste,2986,0.805,21043,0.48,51.0,0.83
1000825,Município 825,MG,Sudeste,114392,0.793,21122,0.48,35.5,0.74
1003402,Município 3402,PB,Nordeste,7298,0.53,28184,0.52,74.4,0.83
1001390,Município 1390,SP,Sudeste,41937,0.747,26549,0.46,34.8,0.74
1003565,Município 3565,PB,Nordeste,12878,0.636,14246,0.55,61.5,0.9
1000885,Município 885,SP,Sudeste,6903,0.796,16985,0.4,40.3,0.77
1001869,Município 1869,RS,Sul,19566,0.847,44479,0.48,48.0,0.82
1000011,Município 11,MG,Sudeste,5060,0.707,36498,0.56,34.7,0.75
1003416,Município 3416,PB,Nordeste,30609,0.656,46441,0.47,39.4,0.81
1001464,Município 1464,SP,Sudeste,50018,0.708,45689,0.41,37.7,0.88
1000807,Município 807,MG,Sudeste,5136,0.667,12755,0.5,55.4,0.78
1004385,Município 4385,CE,Nordeste,10248,0.657,34705,0.57,54.0,0.88
1004069,Município 4069,PE,Nordeste,9817,0.605,11617,0.38,66.6,0.86
1002109,Município 2109,BA,Nordeste,1000,0.697,54341,0.51,67.7,0.74
1004710,Município 4710,RN,Nordeste,30861,0.468,4000,0.6,68.4,0.88
1005520,Município 5520,AC,Norte,122180,0.661,35311,0.56,48.4,0.79
1002235,Município 2235,BA,Nordeste,2866,0.607,62940,0.54,47.0,0.76
1000964,Município 964,SP,Sudeste,10309,0.769,33386,0.59,32.2,0.78
1002633,Município 2633,PR,Sul,1000,0.774,21222,0.48,39.5,0.81
1000705,Município 705,MG,Sudeste,1446,0.756,29186,0.47,57.3,0.85
1000432,Município 432,MG,Sudeste,1560,0.706,47002,0.46,37.2,0.82
1000146,Município 146,MG,Sudeste,7725,0.664,20163,0.6,33.6,0.78
1002034,Município 2034,BA,Nordeste,3017,0.601,8264,0.54,61.9,0.92
1004679,Município 4679,RN,Nordeste,3752,0.516,9798,0.51,51.7,0.89
1001166,Município 1166,SP,Sudeste,22545,0.787,18015,0.44,49.1,0.88
1003501,Município 3501,PB,Nordeste,332896,0.599,22636,0.54,56.8,0.79
1002051,Município 2051,BA,Nordeste,13600,0.595,10832,0.48,69.7,0.84
1003761,Município 3761,PI,Nordeste,8867,0.597,40195,0.49,61.7,0.8
1002625,Município 2625,PR,Sul,2837,0.796,48497,0.42,53.2,0.88
1004445,Município 4445,PA,Norte,1762,0.578,18398,0.67,41.4,0.88
1004321,Município 4321,CE,Nordeste,15524,0.693,30443,0.4,50.9,0.96
1002425,Município 2425,PR,Sul,51847,0.622,26559,0.48,49.9,0.82
1001263,Município 1263,SP,Sudeste,4039,0.824,7783,0.45,34.8,0.74
1001772,Município 1772,RS,Sul,61072,0.68,44022,0.5,51.7,0.93
1003512,Município 3512,PB,Nordeste,121191,0.572,9495,0.67,63.0,0.82
1000272,Município 272,MG,Sudeste,5290,0.81,36840,0.4,41.5,0.87
1000245,Município 245,MG,Sudeste,4390,0.761,12185,0.49,55.6,0.84
1002033,Município 2033,BA,Nordeste,14259,0.656,13635,0.51,63.5,0.85
1004408,Município 4408,PA,Norte,4978,0.693,16872,0.44,36.9,0.75
1000814,Município 814,MG,Sudeste,3812,0.788,15805,0.49,49.5,0.9
1003811,Município 3811,MA,Nordeste,18116,0.56,18286,0.49,69.3,0.85
1004528,Município 4528,PA,Norte,2210,0.673,10748,0.45,46.7,0.86
1001805,Município 1805,RS,Sul,2076,0.711,16217,0.45,40.5,0.84
1002462,Município 2462,PR,Sul,12500,0.869,24362,0.49,20.8,0.77
1000546,Município 546,MG,Sudeste,7317,0.659,11751,0.58,51.8,0.86
1003242,Município 3242,GO,Centro-Oeste,4248,0.631,26281,0.53,59.8,0.81
1000739,Município 739,MG,Sudeste,11424,0.686,24625,0.46,29.9,0.69
1000311,Município 311,MG,Sudeste,8200,0.777,56393,0.36,48.2,0.72
1003522,Município 3522,PB,Nordeste,12365,0.541,8947,0.53,57.2,0.78
1001132,Município 1132,SP,Sudeste,38832,0.641,18627,0.48,36.4,0.86
1005481,Município 5481,RO,Norte,10109,0.67,62866,0.52,33.9,0.79
1004112,Município 4112,PE,Nordeste,55566,0.498,9020,0.58,65.7,0.76
1002770,Município 2770,PR,Sul,111542,0.612,20025,0.44,48.2,0.95
1000921,Município 921,SP,Sudeste,3483,0.674,12553,0.46,50.4,0.78
1003588,Município 3588,PI,Nordeste,74616,0.595,29415,0.51,48.8,0.84
1003960,Município 3960,MA,Nordeste,2593,0.559,15993,0.51,53.8,0.87
1000039,Município 39,MG,Sudeste,3635,0.768,26025,0.43,36.2,0.83
1004279,Município 4279,CE,Nordeste,1890,0.7,43988,0.52,63.6,0.91
1002984,Município 2984,SC,Sul,3728,0.709,12117,0.43,38.6,0.8
1005558,Município 5558,RR,Norte,14213,0.675,12987,0.52,40.0,0.71
1002668,Município 2668,PR,Sul,2759,0.698,16466,0.53,46.5,0.93
1003224,Município 3224,GO,Centro-Oeste,4322,0.699,21063,0.56,46.2,0.74
1001183,Município 1183,SP,Sudeste,1280,0.803,138132,0.45,46.6,0.72
1000615,Município 615,MG,Sudeste,23024,0.66,43858,0.49,64.6,0.84
1005466,Município 5466,RO,Norte,10779,0.763,42344,0.48,44.1,0.71
1001467,Município 1467,SP,Sudeste,4818,0.783,15994,0.39,51.7,0.89
1003043,Município 3043,SC,Sul,3553,0.744,21894,0.49,39.7,0.95
1000935,Município 935,SP,Sudeste,17787,0.735,40647,0.48,32.7,0.8
1002420,Município 2420,PR,Sul,7867,0.758,55301,0.52,49.9,0.79
1005031,Município 5031,AL,Nordeste,3884,0.561,16680,0.59,66.8,0.86
1004517,Município 4517,PA,Norte,215101,0.64,14794,0.55,25.8,0.8
1000827,Município 827,MG,Sudeste,7525,0.794,22032,0.4,41.0,0.85
1001522,Município 1522,RS,Sul,22011,0.673,43557,0.61,49.0,0.88
1002931,Município 2931,SC,Sul,70480,0.76,19732,0.59,43.3,0.83
1004233,Município 4233,CE,Nordeste,247862,0.499,14785,0.58,67.8,0.67
1000629,Município 629,MG,Sudeste,25099,0.681,13310,0.45,52.2,0.79
1003854,Município 3854,MA,Nordeste,2685,0.62,17539,0.37,47.5,0.78
1000391,Município 391,MG,Sudeste,26327,0.749,6697,0.54,46.5,0.79
1004346,Município 4346,CE,Nordeste,3708,0.577,62537,0.47,65.5,0.83
1005429,Município 5429,AM,Norte,2305,0.557,30264,0.48,37.6,0.75
1003991,Município 3991,MA,Nordeste,1429,0.673,81833,0.39,59.2,0.79
1000401,Município 401,MG,Sudeste,3603,0.732,64316,0.56,38.6,0.8
1003360,Município 3360,PB,Nordeste,100104,0.678,18833,0.49,52.1,0.76
1000047,Município 47,MG,Sudeste,13077,0.678,22643,0.53,44.9,0.8
1005345,Município 5345,ES,Sudeste,56907,0.737,15843,0.44,36.4,0.81
1005484,Município 5484,RO,Norte,6205,0.649,7591,0.53,40.4,0.82
1003643,Município 3643,PI,Nordeste,8800,0.598,9271,0.62,59.0,0.9
1003727,Município 3727,PI,Nordeste,101520,0.686,20564,0.45,30.7,0.89
1005408,Município 5408,AM,Norte,9081,0.585,15814,0.51,62.5,0.86
1002422,Município 2422,PR,Sul,10486,0.769,20961,0.47,52.8,0.78
1001751,Município 1751,RS,Sul,85635,0.823,28652,0.49,46.9,0.82
1005386,Município 5386,ES,Sudeste,25220,0.864,20780,0.42,41.0,0.82
1004563,Município 4563,TO,Centro-Oeste,21777,0.642,41108,0.51,47.4,0.8
1004063,Município 4063,PE,Nordeste,20920,0.599,19150,0.46,43.6,0.85
1000339,Município 339,MG,Sudeste,13273,0.686,28604,0.52,50.6,0.76
1000216,Município 216,MG,Sudeste,17051,0.895,34289,0.42,38.8,0.87
1003664,Município 3664,PI,Nordeste,6330,0.554,12156,0.6,62.6,0.82
1001342,Município 1342,SP,Sudeste,4101,0.671,10908,0.42,34.1,0.83
1005099,Município 5099,RJ,Sudeste,4434,0.745,32165,0.53,36.4,0.78
1003895,Município 3895,MA,Nordeste,49668,0.577,5532,0.6,60.8,0.78
1003641,Município 3641,PI,Nordeste,20617,0.463,15031,0.61,54.2,0.81
1000330,Município 330,MG,Sudeste,9641,0.693,13708,0.51,52.9,0.88
1003005,Município 3005,SC,Sul,35217,0.75,21255,0.41,44.8,0.8
1005326,Município 5326,ES,Sudeste,1366,0.802,12705,0.43,34.9,0.78
1003116,Município 3116,GO,Centro-Oeste,3304,0.638,16123,0.56,56.5,0.76
1005389,Município 5389,ES,Sudeste,79066,0.757,21192,0.54,48.6,0.77
1002323,Município 2323,BA,Nordeste,3447,0.579,9312,0.47,61.4,0.8
1004198,Município 4198,PE,Nordeste,2705,0.626,10922,0.54,60.7,0.81
1003550,Município 3550,PB,Nordeste,13521,0.636,84939,0.49,53.8,0.76
1001459,Município 1459,SP,Sudeste,1000,0.698,31918,0.46,50.8,0.85
1000172,Município 172,MG,Sudeste,10437,0.728,20032,0.38,48.0,0.76
1004204,Município 4204,CE,Nordeste,4299,0.577,41350,0.65,44.4,0.87
1004669,Município 4669,RN,Nordeste,57326,0.726,21359,0.35,46.0,0.76
1003570,Município 3570,PB,Nordeste,2167,0.537,41496,0.4,61.9,0.91
1004227,Município 4227,CE,Nordeste,1000,0.56,32888,0.52,47.5,0.71
1004546,Município 4546,TO,Centro-Oeste,2698,0.809,19510,0.55,34.6,0.96
1004591,Município 4591,TO,Centro-Oeste,24757,0.907,19567,0.43,32.6,0.74
1000939,Município 939,SP,Sudeste,3180,0.746,26538,0.49,36.7,0.87
1000061,Município 61,MG,Sudeste,20477,0.827,43113,0.42,39.7,0.84
1001241,Município 1241,SP,Sudeste,117111,0.915,11674,0.51,39.1,0.87
1005535,Município 5535,AC,Norte,1510,0.602,21343,0.43,48.7,0.8
1002121,Município 2121,BA,Nordeste,1474,0.585,26533,0.58,51.9,0.82
1001525,Município 1525,RS,Sul,5428,0.611,13574,0.54,44.0,0.79
1000154,Município 154,MG,Sudeste,5297,0.734,25624,0.43,51.5,0.76
1000482,Município 482,MG,Sudeste,4737,0.817,30401,0.32,37.7,0.84
1003921,Município 3921,MA,Nordeste,33596,0.569,21796,0.56,49.0,0.8
1001763,Município 1763,RS,Sul,1822,0.759,22240,0.44,33.4,0.85
1000751,Município 751,MG,Sudeste,2585,0.625,16731,0.53,33.0,0.84
1001786,Município 1786,RS,Sul,51260,0.878,27238,0.34,27.9,0.7
1002712,Município 2712,PR,Sul,15548,0.807,26334,0.47,38.7,0.76
1004506,Município 4506,PA,Norte,14396,0.726,12189,0.46,56.6,0.86
1004194,Município 4194,PE,Nordeste,15872,0.476,31312,0.55,41.8,0.68
1001334,Município 1334,SP,Sudeste,100115,0.865,27724,0.48,39.4,0.79
1004961,Município 4961,MT,Centro-Oeste,10190,0.669,23632,0.6,55.0,0.86
1002855,Município 2855,SC,Sul,1000,0.758,22695,0.31,44.8,0.82
1000187,Município 187,MG,Sudeste,286296,0.716,44303,0.55,45.0,0.88
1001137,Município 1137,SP,Sudeste,1000,0.616,61741,0.62,45.8,0.79
1002059,Município 2059,BA,Nordeste,3946,0.505,4000,0.53,56.4,0.8
1004671,Município 4671,RN,Nordeste,4457,0.706,26021,0.47,51.8,0.87
1000149,Município 149,MG,Sudeste,22627,0.798,50995,0.53,47.9,0.85
1004125,Município 4125,PE,Nordeste,13927,0.564,13288,0.47,55.5,0.76
1003364,Município 3364,PB,Nordeste,14642,0.533,27129,0.58,49.2,0.86
1002867,Município 2867,SC,Sul,50296,0.843,34591,0.44,46.5,0.82
1003777,Município 3777,PI,Nordeste,39089,0.635,20618,0.37,60.6,0.74
1001387,Município 1387,SP,Sudeste,7609,0.779,7749,0.38,35.2,0.79
1005270,Município 5270,MS,Centro-Oeste,6058,0.569,18580,0.51,57.5,0.78
1004623,Município 4623,TO,Centro-Oeste,13194,0.755,22611,0.57,42.7,0.83
1003630,Município 3630,PI,Nordeste,115510,0.565,18229,0.57,50.7,0.79
1005018,Município 5018,AL,Nordeste,1000,0.636,36887,0.5,59.8,0.86
1003029,Município 3029,SC,Sul,99190,0.653,12005,0.58,48.8,0.85
1002970,Município 2970,SC,Sul,19722,0.753,33213,0.37,38.6,0.76
1004846,Município 4846,MT,Centro-Oeste,13353,0.66,10322,0.54,62.5,0.78
1001709,Município 1709,RS,Sul,30293,0.73,32219,0.43,38.5,0.88
1002954,Município 2954,SC,Sul,8818,0.778,15245,0.35,32.8,0.92
1000455,Município 455,MG,Sudeste,154449,0.72,14735,0.45,51.3,0.9
1000610,Município 610,MG,Sudeste,12198,0.745,26630,0.6,42.7,0.69
1004264,Município 4264,CE,Nordeste,20110,0.639,54020,0.49,54.2,0.85
1004727,Município 4727,RN,Nordeste,15762,0.526,6304,0.54,67.2,0.77
1002075,Município 2075,BA,Nordeste,2994,0.737,28838,0.47,49.5,0.75
1004053,Município 4053,PE,Nordeste,28782,0.709,17218,0.44,60.7,0.84
1004533,Município 4533,TO,Centro-Oeste,2053,0.599,5151,0.58,37.1,0.77
1001623,Município 1623,RS,Sul,58539,0.643,25352,0.47,56.0,0.81
1005485,Município 5485,RO,Norte,225756,0.585,31741,0.54,50.3,0.81
1000041,Município 41,MG,Sudeste,3263,0.712,11018,0.46,47.5,0.87
1002090,Município 2090,BA,Nordeste,3698,0.493,7460,0.5,67.6,0.84
1003925,Município 3925,MA,Nordeste,1458,0.556,20780,0.56,54.8,0.76
1002176,Município 2176,BA,Nordeste,14687,0.711,13184,0.48,58.4,0.95
1000075,Município 75,MG,Sudeste,1593,0.767,18567,0.4,45.0,0.76
1004463,Município 4463,PA,Norte,5824,0.643,21846,0.58,50.7,0.81
1005491,Município 5491,RO,Norte,9583,0.712,19684,0.52,52.9,0.78
1002658,Município 2658,PR,Sul,5876,0.84,58660,0.47,44.6,0.8
1003181,Município 3181,GO,Centro-Oeste,5411,0.667,13168,0.56,53.1,0.81
